D1,D2,D3,D4,D7,D8,D9,D10,D11,D12,D13,D14,D15,D17,R1,SR2,R3,H1,H2,H3,H4,H5,T1,T2,M,θ,ZX_IN,ZX_OUT,JX_IN,JX_OUT,ZJ_U,ZJ_D,FL_ZKL,LS_YJL,FL_JXWYL
3778.6,4343.3,4678.6,2996.7,3930.3,3795.1,3945.7,4684.6,4071.2,4082.7,3987.5,3996.1,4003.6,4155.3,399.9,4062.9,156.4,198.6,849.0,608.2,289.4,140.1,164.9,231.3,58.0,16.4,-2.90897725,15.22295343,-0.25363928,9.50925316,0.11349378,-0.12079204,-3.91524501,5650321.98055887,-0.56995861
3778.6,4343.3,4678.6,2996.7,3930.3,3795.1,3945.7,4684.6,4071.2,4082.7,3987.5,3996.1,4003.6,4155.3,399.9,4062.9,156.4,198.6,849.0,608.2,289.4,140.1,164.9,231.3,58.0,16.4,-2.90897725,15.22295343,-0.25363928,9.50925316,0.11349378,-0.12079204,-3.91524501,5650321.98055887,-0.56995861
3778.9,4360.2,4668.8,3006.7,3923.3,3791.9,3960.9,4684.7,4069.4,4092.2,3982.2,4003.6,4006.9,4161.3,403.2,4049.7,150.6,196.6,852.6,599.3,275.3,138.8,165.0,231.9,58.0,18.9,-2.00360905,15.90896183,-0.40121405,9.45939353,0.12165201,-0.13116303,-3.26542904,5636014.21477405,-0.56745113
3773.9,4354.6,4671.4,3008.9,3921.7,3800.2,3953.2,4689.2,4068.5,4089.8,3990.1,4001.9,4011.1,4157.3,395.6,4052.5,159.8,196.6,838.3,593.7,275.5,138.5,161.5,232.1,58.0,16.5,-1.88604023,16.11338618,-0.26763617,9.53967684,0.11914817,-0.12934110000000001,-3.04598329,5591790.77149003,-0.49499093
3778.3,4355.4,4677.3,2999.3,3931.2,3804.0,3947.4,4689.1,4075.0,4088.6,3984.6,3997.4,4001.9,4163.8,402.9,4054.6,153.7,201.0,852.5,600.3,279.5,134.3,162.7,232.5,58.0,22.9,-3.0044108,15.08792639,-0.42253099,9.43912904,0.12177793,-0.12693863,-4.10144595,5663891.81844176,-0.62579681
3778.3,4355.4,4677.3,2999.3,3931.2,3804.0,3947.4,4689.1,4075.0,4088.6,3984.6,3997.4,4001.9,4163.8,402.9,4054.6,153.7,201.0,852.5,600.3,279.5,134.3,162.7,232.5,58.0,22.9,-3.0044107999999996,15.08792639,-0.42253099,9.43912904,0.12177793,-0.12693863,-4.10144595,5663891.81844176,-0.62579681
3780.5,4351.5,4671.9,2998.4,3926.5,3795.0,3951.7,4694.2,4078.1,4080.9,3987.0,3999.7,4012.2,4155.7,403.0,4058.3,143.9,198.8,850.0,600.0,277.8,140.1,167.3,238.5,58.0,23.8,-2.0148118000000004,15.94498646,-0.19723994,9.62255847,0.11205505,-0.1225516,-3.13173607,5595814.55439627,-0.47992099
3780.5,4351.5,4671.9,2998.4,3926.5,3795.0,3951.7,4694.2,4078.1,4080.9,3987.0,3999.7,4012.2,4155.7,403.0,4058.3,143.9,198.8,850.0,600.0,277.8,140.1,167.3,238.5,58.0,23.8,-2.0148118000000004,15.94498646,-0.19723994,9.62255847,0.11205505,-0.12255160000000001,-3.13173607,5595814.55439627,-0.47992099
3780.5,4351.5,4671.9,2998.4,3926.5,3795.0,3951.7,4694.2,4078.1,4080.9,3987.0,3999.7,4012.2,4155.7,403.0,4058.3,143.9,198.8,850.0,600.0,277.8,140.1,167.3,238.5,58.0,23.8,-2.0148118000000004,15.94498646,-0.19723994,9.62255847,0.11205505,-0.1225516,-3.13173607,5595814.55439627,-0.47992099
3780.5,4351.5,4671.9,2998.4,3926.5,3795.0,3951.7,4694.2,4078.1,4080.9,3987.0,3999.7,4012.2,4155.7,403.0,4058.3,143.9,198.8,850.0,600.0,277.8,140.1,167.3,238.5,58.0,23.8,-2.0148118000000004,15.94498646,-0.19723994,9.62255847,0.11205505,-0.12255160000000001,-3.13173607,5595814.55439627,-0.47992099
3768.8,4359.1,4685.6,2992.0,3931.5,3799.1,3951.8,4689.0,4064.4,4087.3,3988.4,3998.6,4010.8,4157.6,396.5,4064.6,146.1,200.2,851.5,598.8,279.5,135.6,166.5,226.9,58.0,31.3,-2.35587615,15.63150733,-0.11533323,9.60385576,0.1108109,-0.13614005,-3.53254547,5568747.86786942,-0.39019842
3768.8,4359.1,4685.6,2992.0,3931.5,3799.1,3951.8,4689.0,4064.4,4087.3,3988.4,3998.6,4010.8,4157.6,396.5,4064.6,146.1,200.2,851.5,598.8,279.5,135.6,166.5,226.9,58.0,31.3,-2.35587615,15.63150733,-0.11533323,9.60385576,0.11081089999999999,-0.13614005,-3.53254547,5568747.86786942,-0.39019842
3768.8,4359.1,4685.6,2992.0,3931.5,3799.1,3951.8,4689.0,4064.4,4087.3,3988.4,3998.6,4010.8,4157.6,396.5,4064.6,146.1,200.2,851.5,598.8,279.5,135.6,166.5,226.9,58.0,31.3,-2.35587615,15.63150733,-0.11533323,9.60385576,0.1108109,-0.13614005,-3.53254547,5568747.86786942,-0.39019842
3768.8,4359.1,4685.6,2992.0,3931.5,3799.1,3951.8,4689.0,4064.4,4087.3,3988.4,3998.6,4010.8,4157.6,396.5,4064.6,146.1,200.2,851.5,598.8,279.5,135.6,166.5,226.9,58.0,31.3,-2.35587615,15.63150733,-0.11533323,9.60385576,0.11081089999999999,-0.13614005,-3.53254547,5568747.86786942,-0.39019842
3768.8,4359.1,4685.6,2992.0,3931.5,3799.1,3951.8,4689.0,4064.4,4087.3,3988.4,3998.6,4010.8,4157.6,396.5,4064.6,146.1,200.2,851.5,598.8,279.5,135.6,166.5,226.9,58.0,31.3,-2.35587615,15.63150733,-0.11533323,9.60385576,0.1108109,-0.13614005,-3.53254547,5568747.86786942,-0.39019842
3768.8,4359.1,4685.6,2992.0,3931.5,3799.1,3951.8,4689.0,4064.4,4087.3,3988.4,3998.6,4010.8,4157.6,396.5,4064.6,146.1,200.2,851.5,598.8,279.5,135.6,166.5,226.9,58.0,31.3,-2.35587615,15.63150733,-0.11533323,9.60385576,0.11081089999999999,-0.13614005,-3.53254547,5568747.86786942,-0.39019842
3768.8,4359.1,4685.6,2992.0,3931.5,3799.1,3951.8,4689.0,4064.4,4087.3,3988.4,3998.6,4010.8,4157.6,396.5,4064.6,146.1,200.2,851.5,598.8,279.5,135.6,166.5,226.9,58.0,31.3,-2.35587615,15.63150733,-0.11533323,9.60385576,0.1108109,-0.13614005,-3.53254547,5568747.86786942,-0.39019842
3784.0,4344.9,4666.8,3010.1,3933.6,3797.6,3948.7,4682.6,4070.7,4091.3,3984.9,4006.6,4010.8,4156.0,405.4,4052.7,156.4,204.9,838.4,599.0,279.9,130.8,171.8,231.0,58.0,18.4,-2.34901974,15.61596209,-0.44042005,9.47172279,0.12103881,-0.12563482,-3.54438718,5643526.61545112,-0.61229249
3784.0,4344.9,4666.8,3010.1,3933.6,3797.6,3948.7,4682.6,4070.7,4091.3,3984.9,4006.6,4010.8,4156.0,405.4,4052.7,156.4,204.9,838.4,599.0,279.9,130.8,171.8,231.0,58.0,18.4,-2.34901974,15.61596209,-0.44042005,9.47172279,0.12103881,-0.12563482,-3.54438718,5643526.61545112,-0.61229249
3775.1,4341.9,4674.8,3001.0,3923.9,3802.9,3947.4,4677.5,4071.8,4086.9,3986.6,3997.8,4007.0,4161.0,399.9,4046.8,151.0,203.9,849.6,600.4,274.8,139.6,160.6,233.0,58.0,20.4,-2.21012615,15.837134900000002,-0.21075814,9.59356383,0.10979677,-0.12563935,-3.26958252,5604510.98784664,-0.44445016
3775.1,4341.9,4674.8,3001.0,3923.9,3802.9,3947.4,4677.5,4071.8,4086.9,3986.6,3997.8,4007.0,4161.0,399.9,4046.8,151.0,203.9,849.6,600.4,274.8,139.6,160.6,233.0,58.0,20.4,-2.21012615,15.837134900000002,-0.21075814,9.59356383,0.10979677,-0.12563935,-3.26958252,5604510.98784664,-0.44445016
3764.8,4362.0,4667.9,2990.4,3928.8,3798.6,3953.5,4681.8,4073.9,4084.0,3989.4,4004.3,4013.5,4155.6,397.7,4062.9,152.8,201.1,846.2,602.3,279.2,136.4,165.6,224.4,58.0,31.4,-2.09063466,15.91399935,-0.21529724,9.53371144,0.11878337,-0.14061028,-3.29405321,5579387.69002848,-0.4681055
3777.3,4349.9,4675.2,2998.1,3928.2,3807.6,3957.6,4680.2,4066.9,4086.4,3993.1,4001.7,4010.4,4168.0,406.1,4058.8,153.5,204.8,850.2,606.3,277.5,133.3,158.8,232.4,58.0,24.3,-2.2701758,15.74360618,-0.25010331,9.54465525,0.11478854,-0.12656136,-3.37135475,5629904.14496106,-0.51176373
3778.4,4350.4,4676.0,2993.6,3924.6,3800.3,3949.8,4691.0,4069.5,4087.9,3989.9,4000.0,4008.8,4159.4,399.8,4051.2,161.8,199.4,841.3,597.4,285.9,132.9,160.6,236.0,58.0,17.8,-2.18200774,15.84168045,-0.28477583,9.52176805,0.11707281,-0.12350753,-3.29430256,5620326.21578465,-0.54485463
3778.4,4350.4,4676.0,2993.6,3924.6,3800.3,3949.8,4691.0,4069.5,4087.9,3989.9,4000.0,4008.8,4159.4,399.8,4051.2,161.8,199.4,841.3,597.4,285.9,132.9,160.6,236.0,58.0,17.8,-2.18200774,15.84168045,-0.28477583,9.52176805,0.11707281,-0.12350753,-3.29430256,5620326.21578465,-0.54485463
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3781.9,4346.0,4673.5,3000.7,3931.4,3805.9,3948.1,4688.8,4076.3,4093.9,3987.4,4006.7,4011.8,4170.5,393.4,4062.6,153.0,203.8,848.5,597.9,282.9,148.7,157.4,234.0,58.0,19.0,-2.3544302000000004,15.73809493,-0.38784144,9.52273601,0.11516484,-0.12154953,-3.38050613,5646031.55256139,-0.59353175
3778.1,4343.1,4668.1,3000.1,3928.0,3796.5,3954.3,4684.2,4078.7,4083.6,3985.9,4004.0,4007.1,4158.0,397.3,4059.4,143.2,199.9,852.2,595.5,282.1,137.6,161.1,234.5,58.0,20.1,-2.32722025,15.70863806,-0.45277121,9.53355086,0.11523969,-0.11997297,-3.38576442,5669112.7587918,-0.59774893
3778.1,4343.1,4668.1,3000.1,3928.0,3796.5,3954.3,4684.2,4078.7,4083.6,3985.9,4004.0,4007.1,4158.0,397.3,4059.4,143.2,199.9,852.2,595.5,282.1,137.6,161.1,234.5,58.0,20.1,-2.32722025,15.70863806,-0.45277121,9.53355086,0.11523969,-0.11997297,-3.38576442,5669112.7587918,-0.59774893
3782.3,4344.2,4669.8,3003.1,3919.3,3802.2,3942.2,4677.5,4069.0,4091.6,3988.7,4000.5,4008.7,4162.5,399.4,4061.6,146.4,202.6,848.6,602.8,285.1,132.1,165.3,237.1,58.0,17.0,-1.81358874,16.1518257,-0.30295552,9.58639142,0.11127770000000001,-0.12554839,-2.93927805,5627168.45471558,-0.4604554
3765.3,4344.1,4674.8,3007.2,3918.7,3792.5,3950.8,4692.9,4075.5,4090.2,3986.4,3999.4,4010.8,4153.4,400.3,4066.2,141.6,203.0,852.8,598.0,275.5,134.8,157.7,233.7,58.0,19.7,-1.68060582,16.23134464,-0.17867247,9.66162048,0.10532436,-0.12421038,-2.84595832,5577676.3937071,-0.4199324
3775.1,4341.9,4674.8,3001.0,3923.9,3802.9,3947.4,4677.5,4071.8,4086.9,3986.6,3997.8,4007.0,4161.0,399.9,4046.8,151.0,203.9,849.6,600.4,274.8,139.6,160.6,233.0,58.0,20.4,-2.21235061,15.8347012,-0.2274731,9.58570039,0.11022956,-0.12528122,-3.27347235,5605192.66716076,-0.45562099
3770.0,4342.0,4685.0,3007.4,3923.0,3791.6,3945.5,4680.1,4071.7,4087.9,3984.0,4000.3,4006.5,4157.0,391.9,4049.9,148.6,199.2,861.9,595.3,278.8,141.1,169.9,232.1,58.0,19.0,-2.19027951,15.87154824,-0.3599805,9.52948959,0.10941894,-0.12350025,-3.25286725,5608952.08170431,-0.5149822000000001
3770.0,4342.0,4685.0,3007.4,3923.0,3791.6,3945.5,4680.1,4071.7,4087.9,3984.0,4000.3,4006.5,4157.0,391.9,4049.9,148.6,199.2,861.9,595.3,278.8,141.1,169.9,232.1,58.0,19.0,-2.19027951,15.87154824,-0.3599805,9.52948959,0.10941894,-0.12350025,-3.25286725,5608952.08170431,-0.5149822000000001
3770.0,4342.0,4685.0,3007.4,3923.0,3791.6,3945.5,4680.1,4071.7,4087.9,3984.0,4000.3,4006.5,4157.0,391.9,4049.9,148.6,199.2,861.9,595.3,278.8,141.1,169.9,232.1,58.0,19.0,-2.19027951,15.87154824,-0.3599805,9.52948959,0.10941894,-0.12350025,-3.25286725,5608952.08170431,-0.5149822000000001
3777.8,4348.7,4679.1,2993.1,3920.1,3803.4,3948.4,4685.6,4070.4,4091.6,3992.5,4008.7,4012.7,4145.4,395.8,4062.5,151.3,206.0,840.0,600.8,284.0,142.2,163.0,231.5,58.0,19.3,-1.5674436,16.34009932,-0.37763825,9.54806232,0.11390383,-0.12829316,-2.82560072,5622377.94998747,-0.46934732
3777.8,4348.7,4679.1,2993.1,3920.1,3803.4,3948.4,4685.6,4070.4,4091.6,3992.5,4008.7,4012.7,4145.4,395.8,4062.5,151.3,206.0,840.0,600.8,284.0,142.2,163.0,231.5,58.0,19.3,-1.5674436,16.34009932,-0.37763825,9.54806232,0.11390383,-0.12829316,-2.82560072,5622377.94998747,-0.46934732
3777.8,4348.7,4679.1,2993.1,3920.1,3803.4,3948.4,4685.6,4070.4,4091.6,3992.5,4008.7,4012.7,4145.4,395.8,4062.5,151.3,206.0,840.0,600.8,284.0,142.2,163.0,231.5,58.0,19.3,-1.5674436,16.34009932,-0.37763825,9.54806232,0.11390383,-0.12829316,-2.82560072,5622377.94998747,-0.46934732
3777.8,4348.7,4679.1,2993.1,3920.1,3803.4,3948.4,4685.6,4070.4,4091.6,3992.5,4008.7,4012.7,4145.4,395.8,4062.5,151.3,206.0,840.0,600.8,284.0,142.2,163.0,231.5,58.0,19.3,-1.5674436,16.34009932,-0.37763825,9.54806232,0.11390383,-0.12829316,-2.82560072,5622377.94998747,-0.46934732
3785.9,4350.9,4677.4,2996.7,3927.0,3795.8,3944.5,4674.1,4071.4,4090.3,3985.1,4001.6,4008.1,4161.6,410.3,4057.9,146.4,206.0,839.9,597.2,276.6,141.3,164.3,226.4,58.0,15.6,-2.37466101,15.71453965,-0.38597023,9.42346591,0.12208399,-0.13084624,-3.51033049,5602206.13499871,-0.57173646
3785.9,4350.9,4677.4,2996.7,3927.0,3795.8,3944.5,4674.1,4071.4,4090.3,3985.1,4001.6,4008.1,4161.6,410.3,4057.9,146.4,206.0,839.9,597.2,276.6,141.3,164.3,226.4,58.0,15.6,-2.37466101,15.71453965,-0.38597023,9.42346591,0.12208399,-0.13084624,-3.51033049,5602206.13499871,-0.57173646
3785.9,4350.9,4677.4,2996.7,3927.0,3795.8,3944.5,4674.1,4071.4,4090.3,3985.1,4001.6,4008.1,4161.6,410.3,4057.9,146.4,206.0,839.9,597.2,276.6,141.3,164.3,226.4,58.0,15.6,-2.37466101,15.71453965,-0.38597023,9.42346591,0.12208399,-0.13084624,-3.51033049,5602206.13499871,-0.57173646
3785.9,4350.9,4677.4,2996.7,3927.0,3795.8,3944.5,4674.1,4071.4,4090.3,3985.1,4001.6,4008.1,4161.6,410.3,4057.9,146.4,206.0,839.9,597.2,276.6,141.3,164.3,226.4,58.0,15.6,-2.37466101,15.71453965,-0.38597023,9.42346591,0.12208399,-0.13084624,-3.51033049,5602206.13499871,-0.57173646
3768.3,4347.5,4678.3,2998.3,3927.6,3797.4,3949.0,4692.1,4075.2,4079.8,3990.0,4001.2,4009.6,4153.5,405.1,4051.5,145.0,206.4,856.2,602.9,269.0,141.4,171.4,220.9,58.0,21.6,-2.24211161,15.812934099999998,-0.23773219,9.55652204,0.11035475,-0.13343738,-3.38976314,5566976.30520397,-0.47296140000000003
3773.0,4350.2,4688.2,2999.8,3920.8,3813.1,3946.1,4693.2,4077.7,4088.1,3986.7,4007.5,4013.5,4148.0,396.1,4061.9,147.6,208.2,844.1,606.9,274.2,128.5,166.6,229.2,58.0,19.1,-1.6342066000000002,16.2945878,-0.35937049,9.56440133,0.11148702,-0.12989911,-2.89122862,5597193.04657314,-0.45867304
3773.0,4350.2,4688.2,2999.8,3920.8,3813.1,3946.1,4693.2,4077.7,4088.1,3986.7,4007.5,4013.5,4148.0,396.1,4061.9,147.6,208.2,844.1,606.9,274.2,128.5,166.6,229.2,58.0,19.1,-1.6342066000000002,16.2945878,-0.35937049,9.56440133,0.11148702,-0.12989911,-2.89122862,5597193.04657314,-0.45867304
3768.4,4359.5,4674.9,2997.0,3926.2,3797.2,3954.0,4688.8,4067.7,4079.9,3984.9,4004.6,4008.1,4159.1,383.6,4057.7,147.6,190.2,843.2,602.5,280.5,142.9,159.4,240.0,58.0,29.6,-2.15877168,15.82416251,-0.42613717,9.47305814,0.12281426,-0.12449181,-3.32280935,5667647.34915425,-0.58355848
3768.4,4359.5,4674.9,2997.0,3926.2,3797.2,3954.0,4688.8,4067.7,4079.9,3984.9,4004.6,4008.1,4159.1,383.6,4057.7,147.6,190.2,843.2,602.5,280.5,142.9,159.4,240.0,58.0,29.6,-2.15877168,15.82416251,-0.42613717,9.47305814,0.12281426,-0.12449181,-3.32280935,5667647.34915425,-0.58355848
3768.4,4359.5,4674.9,2997.0,3926.2,3797.2,3954.0,4688.8,4067.7,4079.9,3984.9,4004.6,4008.1,4159.1,383.6,4057.7,147.6,190.2,843.2,602.5,280.5,142.9,159.4,240.0,58.0,29.6,-2.15877168,15.82416251,-0.42613717,9.47305814,0.12281426,-0.12449181,-3.32280935,5667647.34915425,-0.58355848
3768.4,4359.5,4674.9,2997.0,3926.2,3797.2,3954.0,4688.8,4067.7,4079.9,3984.9,4004.6,4008.1,4159.1,383.6,4057.7,147.6,190.2,843.2,602.5,280.5,142.9,159.4,240.0,58.0,29.6,-2.15877168,15.82416251,-0.42613717,9.47305814,0.12281426,-0.12449181,-3.32280935,5667647.34915425,-0.58355848
3787.7,4351.4,4674.0,2996.4,3927.2,3800.2,3944.4,4688.5,4071.3,4086.8,3990.1,4007.4,4010.1,4162.2,400.1,4059.5,146.1,204.0,851.3,592.1,280.1,131.6,165.9,233.6,58.0,24.2,-2.08155692,15.91211967,-0.47175536,9.47912318,0.11851159,-0.12620799,-3.25377005,5654154.65219178,-0.57695553
3787.7,4351.4,4674.0,2996.4,3927.2,3800.2,3944.4,4688.5,4071.3,4086.8,3990.1,4007.4,4010.1,4162.2,400.1,4059.5,146.1,204.0,851.3,592.1,280.1,131.6,165.9,233.6,58.0,24.2,-2.08155692,15.91211967,-0.47175536,9.47912318,0.11851159,-0.12620799,-3.25377005,5654154.65219178,-0.57695553
3779.6,4346.9,4660.1,3000.8,3924.4,3798.3,3952.3,4682.5,4069.1,4085.8,3989.8,4008.9,4011.2,4165.0,406.8,4065.2,146.6,193.0,840.8,597.3,275.4,130.6,167.3,235.5,58.0,29.1,-1.96899414,16.06349809,-0.424004,9.51722673,0.12044693,-0.12301304,-3.04957399,5683239.18984354,-0.59177086
3778.3,4347.1,4674.4,3003.8,3922.8,3800.2,3949.7,4673.6,4067.1,4089.8,3985.4,3996.5,4005.2,4151.7,400.5,4056.4,150.1,195.7,860.1,598.7,271.7,132.3,167.9,230.6,58.0,15.8,-2.22059845,15.79545617,-0.268877,9.57013108,0.11021286,-0.12914989,-3.32561591,5623016.63930948,-0.44400864
3778.3,4347.1,4674.4,3003.8,3922.8,3800.2,3949.7,4673.6,4067.1,4089.8,3985.4,3996.5,4005.2,4151.7,400.5,4056.4,150.1,195.7,860.1,598.7,271.7,132.3,167.9,230.6,58.0,15.8,-2.22059845,15.79545617,-0.268877,9.57013108,0.11021286,-0.12914989,-3.32561591,5623016.63930948,-0.44400864
3776.4,4343.3,4680.8,2992.2,3929.0,3796.2,3949.6,4690.7,4076.0,4087.7,3993.7,3998.8,4011.3,4152.4,399.8,4051.9,148.6,199.7,852.6,588.6,274.4,137.1,168.9,236.6,58.0,26.3,-2.17716542,15.76762094,-0.10519847,9.644261,0.10510134,-0.12140742,-3.3021792000000003,5588787.36475163,-0.44765404
3776.4,4343.3,4680.8,2992.2,3929.0,3796.2,3949.6,4690.7,4076.0,4087.7,3993.7,3998.8,4011.3,4152.4,399.8,4051.9,148.6,199.7,852.6,588.6,274.4,137.1,168.9,236.6,58.0,26.3,-2.17716542,15.76762094,-0.10519847,9.644261,0.10510134,-0.12140742,-3.3021792000000003,5588787.36475163,-0.44765404
3776.4,4343.3,4680.8,2992.2,3929.0,3796.2,3949.6,4690.7,4076.0,4087.7,3993.7,3998.8,4011.3,4152.4,399.8,4051.9,148.6,199.7,852.6,588.6,274.4,137.1,168.9,236.6,58.0,26.3,-2.17716542,15.76762094,-0.10519847,9.644261,0.10510134,-0.12140742,-3.3021792000000003,5588787.36475163,-0.44765404
3776.4,4343.3,4680.8,2992.2,3929.0,3796.2,3949.6,4690.7,4076.0,4087.7,3993.7,3998.8,4011.3,4152.4,399.8,4051.9,148.6,199.7,852.6,588.6,274.4,137.1,168.9,236.6,58.0,26.3,-2.17716542,15.76762094,-0.10519847,9.644261,0.10510134,-0.12140742,-3.3021792000000003,5588787.36475163,-0.44765404
3776.4,4343.3,4680.8,2992.2,3929.0,3796.2,3949.6,4690.7,4076.0,4087.7,3993.7,3998.8,4011.3,4152.4,399.8,4051.9,148.6,199.7,852.6,588.6,274.4,137.1,168.9,236.6,58.0,26.3,-2.17716542,15.76762094,-0.10519847,9.644261,0.10510134,-0.12140742,-3.3021792000000003,5588787.36475163,-0.44765404
3771.8,4350.8,4680.0,3007.2,3938.0,3800.3,3954.1,4688.5,4071.9,4083.8,3988.2,4002.0,4006.6,4159.1,387.3,4059.1,145.8,192.4,853.4,593.2,284.6,141.5,160.1,236.3,58.0,17.8,-3.18984296,14.97887366,-0.34574866,9.50588684,0.1150779,-0.11896267,-4.13642634,5667827.47856044,-0.59984115
3781.9,4354.7,4677.4,3005.5,3924.7,3792.9,3952.3,4677.2,4072.2,4084.3,3996.3,4003.0,4003.2,4165.1,396.5,4061.3,138.2,190.9,861.9,601.5,280.8,136.5,156.7,227.5,58.0,18.2,-2.21454099,15.66322908,-0.24848662,9.50377069,0.11575173,-0.13552129,-3.52031377,5687782.73648615,-0.47377133
3781.9,4354.7,4677.4,3005.5,3924.7,3792.9,3952.3,4677.2,4072.2,4084.3,3996.3,4003.0,4003.2,4165.1,396.5,4061.3,138.2,190.9,861.9,601.5,280.8,136.5,156.7,227.5,58.0,18.2,-2.21454099,15.66322908,-0.24848662,9.50377069,0.11575173,-0.13552129,-3.52031377,5687782.73648615,-0.47377133
3781.9,4354.7,4677.4,3005.5,3924.7,3792.9,3952.3,4677.2,4072.2,4084.3,3996.3,4003.0,4003.2,4165.1,396.5,4061.3,138.2,190.9,861.9,601.5,280.8,136.5,156.7,227.5,58.0,18.2,-2.21454099,15.66322908,-0.24848662,9.50377069,0.11575173,-0.13552129,-3.52031377,5687782.73648615,-0.47377133
3787.5,4346.2,4677.4,2992.5,3927.8,3802.0,3953.9,4681.5,4066.3,4082.0,3984.4,4002.0,4008.8,4155.0,391.5,4053.7,150.6,194.5,850.4,597.6,275.1,141.5,159.2,222.0,58.0,22.3,-2.28592209,15.757268099999996,-0.40011228,9.47158959,0.11535397,-0.13148028,-3.45727843,5632301.27227805,-0.54588982
3777.3,4354.5,4673.1,3010.3,3917.8,3801.7,3951.7,4686.0,4079.1,4091.0,3991.7,3999.3,4009.3,4162.9,407.8,4054.7,141.3,193.4,848.2,603.0,282.2,139.7,163.5,236.5,58.0,24.9,-1.74542604,16.15906104,-0.1740579,9.61459375,0.11438665,-0.13004855,-2.94458396,5614920.45864612,-0.43473851
3777.3,4354.5,4673.1,3010.3,3917.8,3801.7,3951.7,4686.0,4079.1,4091.0,3991.7,3999.3,4009.3,4162.9,407.8,4054.7,141.3,193.4,848.2,603.0,282.2,139.7,163.5,236.5,58.0,24.9,-1.74542604,16.15906104,-0.1740579,9.61459375,0.11438665,-0.13004855,-2.94458396,5614920.45864612,-0.43473851
3777.3,4354.5,4673.1,3010.3,3917.8,3801.7,3951.7,4686.0,4079.1,4091.0,3991.7,3999.3,4009.3,4162.9,407.8,4054.7,141.3,193.4,848.2,603.0,282.2,139.7,163.5,236.5,58.0,24.9,-1.74542604,16.15906104,-0.1740579,9.61459375,0.11438665,-0.13004855,-2.94458396,5614920.45864612,-0.43473851
